order	B_all_min	B_all_avg	B_all_max	B_all_pre	B_all_wet	B_ven_min	B_ven_avg	B_ven_max	B_ven_pre	B_ven_wet	B_bla_min	B_bla_avg	B_bla_max	B_bla_pre	B_bla_wet	B_vtb_min	B_vtb_avg	B_vtb_max	B_vtb_pre	B_vtb_wet	T_all_min	T_all_avg	T_all_max	T_all_pre	T_all_wet	T_ven_min	T_ven_avg	T_ven_max	T_ven_pre	T_ven_wet	T_bla_min	T_bla_avg	T_bla_max	T_bla_pre	T_bla_wet	T_vtb_min	T_vtb_avg	T_vtb_max	T_vtb_pre	T_vtb_wet
96	0.20646566	0.108952133	-0.021219454	0.147977207	0.144563373	0.072110677	0.003876685	-0.040118687	0.096272011	0.108429964	0.212991796	0.113930514	-0.020411288	0.150645645	0.146538201	-0.445875377	-0.320988802	-0.039680394	-0.205429246	-0.169230478	0.058531373	-0.007739725	-0.068737996	0.109516521	0.089296774	-0.042723092	-0.084842716	-0.077692209	0.065633525	0.060725348	0.063466259	-0.003954387	-0.068276947	0.111620481	0.090641456	-0.235355944	-0.142584287	0.034266837	-0.163144311	-0.115170662
97	0.20646566	0.108952133	-0.021219454	0.147977207	0.144563373	0.072110677	0.003876685	-0.040118687	0.096272011	0.108429964	0.212991796	0.113930514	-0.020411288	0.150645645	0.146538201	-0.445875377	-0.320988802	-0.039680394	-0.205429246	-0.169230478	0.058531373	-0.007739725	-0.068737996	0.109516521	0.089296774	-0.042723092	-0.084842716	-0.077692209	0.065633525	0.060725348	0.063466259	-0.003954387	-0.068276947	0.111620481	0.090641456	-0.235355944	-0.142584287	0.034266837	-0.163144311	-0.115170662
98	0.20646566	0.108952133	-0.021219454	0.147977207	0.144563373	0.072110677	0.003876685	-0.040118687	0.096272011	0.108429964	0.212991796	0.113930514	-0.020411288	0.150645645	0.146538201	-0.445875377	-0.320988802	-0.039680394	-0.205429246	-0.169230478	0.058531373	-0.007739725	-0.068737996	0.109516521	0.089296774	-0.042723092	-0.084842716	-0.077692209	0.065633525	0.060725348	0.063466259	-0.003954387	-0.068276947	0.111620481	0.090641456	-0.235355944	-0.142584287	0.034266837	-0.163144311	-0.115170662
99	0.20646566	0.108952133	-0.021219454	0.147977207	0.144563373	0.072110677	0.003876685	-0.040118687	0.096272011	0.108429964	0.212991796	0.113930514	-0.020411288	0.150645645	0.146538201	-0.445875377	-0.320988802	-0.039680394	-0.205429246	-0.169230478	0.058531373	-0.007739725	-0.068737996	0.109516521	0.089296774	-0.042723092	-0.084842716	-0.077692209	0.065633525	0.060725348	0.063466259	-0.003954387	-0.068276947	0.111620481	0.090641456	-0.235355944	-0.142584287	0.034266837	-0.163144311	-0.115170662
100	0.20646566	0.108952133	-0.021219454	0.147977207	0.147977207	0.072110677	0.003876685	-0.040118687	0.096272011	0.096272011	0.212991796	0.113930514	-0.020411288	0.150645645	0.150645645	-0.445875377	-0.320988802	-0.039680394	-0.205429246	-0.205429246	0.058531373	-0.007739725	-0.068737996	0.109516521	0.109516521	-0.042723092	-0.084842716	-0.077692209	0.065633525	0.065633525	0.063466259	-0.003954387	-0.068276947	0.111620481	0.111620481	-0.235355944	-0.142584287	0.034266837	-0.163144311	-0.163144311
101	0.20646566	0.108952133	-0.021219454	0.147977207	0.154182423	0.072110677	0.003876685	-0.040118687	0.096272011	0.107887414	0.212991796	0.113930514	-0.020411288	0.150645645	0.156629639	-0.445875377	-0.320988802	-0.039680394	-0.205429246	-0.197463013	0.058531373	-0.007739725	-0.068737996	0.109516521	0.104783807	-0.042723092	-0.084842716	-0.077692209	0.065633525	0.066596974	0.063466259	-0.003954387	-0.068276947	0.111620481	0.106601401	-0.235355944	-0.142584287	0.034266837	-0.163144311	-0.14668487
102	0.20646566	-0.021219454	-0.021219454	0.147977207	0.147977207	0.072110677	-0.040118687	-0.040118687	0.096272011	0.096272011	0.212991796	-0.020411288	-0.020411288	0.150645645	0.150645645	-0.445875377	-0.039680394	-0.039680394	-0.205429246	-0.205429246	0.058531373	-0.068737996	-0.068737996	0.109516521	0.109516521	-0.042723092	-0.077692209	-0.077692209	0.065633525	0.065633525	0.063466259	-0.068276947	-0.068276947	0.111620481	0.111620481	-0.235355944	0.034266837	0.034266837	-0.163144311	-0.163144311
103	0.20646566	-0.021219454	-0.021219454	0.147977207	0.147977207	0.072110677	-0.040118687	-0.040118687	0.096272011	0.096272011	0.212991796	-0.020411288	-0.020411288	0.150645645	0.150645645	-0.445875377	-0.039680394	-0.039680394	-0.205429246	-0.205429246	0.058531373	-0.068737996	-0.068737996	0.109516521	0.109516521	-0.042723092	-0.077692209	-0.077692209	0.065633525	0.065633525	0.063466259	-0.068276947	-0.068276947	0.111620481	0.111620481	-0.235355944	0.034266837	0.034266837	-0.163144311	-0.163144311
104	0.20646566	-0.021219454	-0.021219454	0.147977207	0.147977207	0.072110677	-0.040118687	-0.040118687	0.096272011	0.096272011	0.212991796	-0.020411288	-0.020411288	0.150645645	0.150645645	-0.445875377	-0.039680394	-0.039680394	-0.205429246	-0.205429246	0.058531373	-0.068737996	-0.068737996	0.109516521	0.109516521	-0.042723092	-0.077692209	-0.077692209	0.065633525	0.065633525	0.063466259	-0.068276947	-0.068276947	0.111620481	0.111620481	-0.235355944	0.034266837	0.034266837	-0.163144311	-0.163144311
105	0.20646566	-0.021219454	-0.021219454	0.147977207	0.147977207	0.072110677	-0.040118687	-0.040118687	0.096272011	0.096272011	0.212991796	-0.020411288	-0.020411288	0.150645645	0.150645645	-0.445875377	-0.039680394	-0.039680394	-0.205429246	-0.205429246	0.058531373	-0.068737996	-0.068737996	0.109516521	0.109516521	-0.042723092	-0.077692209	-0.077692209	0.065633525	0.065633525	0.063466259	-0.068276947	-0.068276947	0.111620481	0.111620481	-0.235355944	0.034266837	0.034266837	-0.163144311	-0.163144311
106	0.20646566	-0.021219454	-0.021219454	0.147977207	0.147977207	0.072110677	-0.040118687	-0.040118687	0.096272011	0.096272011	0.212991796	-0.020411288	-0.020411288	0.150645645	0.150645645	-0.445875377	-0.039680394	-0.039680394	-0.205429246	-0.205429246	0.058531373	-0.068737996	-0.068737996	0.109516521	0.109516521	-0.042723092	-0.077692209	-0.077692209	0.065633525	0.065633525	0.063466259	-0.068276947	-0.068276947	0.111620481	0.111620481	-0.235355944	0.034266837	0.034266837	-0.163144311	-0.163144311
107	0.108952133	-0.021219454	-0.021219454	0.147977207	0.147977207	0.003876685	-0.040118687	-0.040118687	0.096272011	0.096272011	0.113930514	-0.020411288	-0.020411288	0.150645645	0.150645645	-0.320988802	-0.039680394	-0.039680394	-0.205429246	-0.205429246	-0.007739725	-0.068737996	-0.068737996	0.109516521	0.109516521	-0.084842716	-0.077692209	-0.077692209	0.065633525	0.065633525	-0.003954387	-0.068276947	-0.068276947	0.111620481	0.111620481	-0.142584287	0.034266837	0.034266837	-0.163144311	-0.163144311
108	0.108952133	-0.021219454	-0.021219454	0.147977207	0.147977207	0.003876685	-0.040118687	-0.040118687	0.096272011	0.096272011	0.113930514	-0.020411288	-0.020411288	0.150645645	0.150645645	-0.320988802	-0.039680394	-0.039680394	-0.205429246	-0.205429246	-0.007739725	-0.068737996	-0.068737996	0.109516521	0.109516521	-0.084842716	-0.077692209	-0.077692209	0.065633525	0.065633525	-0.003954387	-0.068276947	-0.068276947	0.111620481	0.111620481	-0.142584287	0.034266837	0.034266837	-0.163144311	-0.163144311
109	0.108952133	-0.021219454	-0.021219454	0.147977207	0.147977207	0.003876685	-0.040118687	-0.040118687	0.096272011	0.096272011	0.113930514	-0.020411288	-0.020411288	0.150645645	0.150645645	-0.320988802	-0.039680394	-0.039680394	-0.205429246	-0.205429246	-0.007739725	-0.068737996	-0.068737996	0.109516521	0.109516521	-0.084842716	-0.077692209	-0.077692209	0.065633525	0.065633525	-0.003954387	-0.068276947	-0.068276947	0.111620481	0.111620481	-0.142584287	0.034266837	0.034266837	-0.163144311	-0.163144311
110	-0.021219454	-0.021219454	-0.021219454	0.147977207	0.021219454	-0.040118687	-0.040118687	-0.040118687	0.096272011	0.040118687	-0.020411288	-0.020411288	-0.020411288	0.150645645	0.020411288	-0.039680394	-0.039680394	-0.039680394	-0.205429246	0.039680394	-0.068737996	-0.068737996	-0.068737996	0.109516521	0.068737996	-0.077692209	-0.077692209	-0.077692209	0.065633525	0.077692209	-0.068276947	-0.068276947	-0.068276947	0.111620481	0.068276947	0.034266837	0.034266837	0.034266837	-0.163144311	-0.034266837
111	-0.021219454	-0.021219454	-0.021219454	0.147977207	0.021219454	-0.040118687	-0.040118687	-0.040118687	0.096272011	0.040118687	-0.020411288	-0.020411288	-0.020411288	0.150645645	0.020411288	-0.039680394	-0.039680394	-0.039680394	-0.205429246	0.039680394	-0.068737996	-0.068737996	-0.068737996	0.109516521	0.068737996	-0.077692209	-0.077692209	-0.077692209	0.065633525	0.077692209	-0.068276947	-0.068276947	-0.068276947	0.111620481	0.068276947	0.034266837	0.034266837	0.034266837	-0.163144311	-0.034266837
112	-0.021219454	-0.021219454	-0.021219454	0.021219454	0.021219454	-0.040118687	-0.040118687	-0.040118687	0.040118687	0.040118687	-0.020411288	-0.020411288	-0.020411288	0.020411288	0.020411288	-0.039680394	-0.039680394	-0.039680394	0.039680394	0.039680394	-0.068737996	-0.068737996	-0.068737996	0.068737996	0.068737996	-0.077692209	-0.077692209	-0.077692209	0.077692209	0.077692209	-0.068276947	-0.068276947	-0.068276947	0.068276947	0.068276947	0.034266837	0.034266837	0.034266837	-0.034266837	-0.034266837
113	-0.021219454	-0.021219454	-0.021219454	0.147977207	0.147977207	-0.040118687	-0.040118687	-0.040118687	0.096272011	0.096272011	-0.020411288	-0.020411288	-0.020411288	0.150645645	0.150645645	-0.039680394	-0.039680394	-0.039680394	-0.205429246	-0.205429246	-0.068737996	-0.068737996	-0.068737996	0.109516521	0.109516521	-0.077692209	-0.077692209	-0.077692209	0.065633525	0.065633525	-0.068276947	-0.068276947	-0.068276947	0.111620481	0.111620481	0.034266837	0.034266837	0.034266837	-0.163144311	-0.163144311
114	0.108952133	-0.021219454	-0.021219454	0.147977207	0.147977207	0.003876685	-0.040118687	-0.040118687	0.096272011	0.096272011	0.113930514	-0.020411288	-0.020411288	0.150645645	0.150645645	-0.320988802	-0.039680394	-0.039680394	-0.205429246	-0.205429246	-0.007739725	-0.068737996	-0.068737996	0.109516521	0.109516521	-0.084842716	-0.077692209	-0.077692209	0.065633525	0.065633525	-0.003954387	-0.068276947	-0.068276947	0.111620481	0.111620481	-0.142584287	0.034266837	0.034266837	-0.163144311	-0.163144311
115	0.108952133	-0.021219454	-0.147977207	0.147977207	0.147977207	0.003876685	-0.040118687	-0.096272011	0.096272011	0.096272011	0.113930514	-0.020411288	-0.150645645	0.150645645	0.150645645	-0.320988802	-0.039680394	0.205429246	-0.205429246	-0.205429246	-0.007739725	-0.068737996	-0.109516521	0.109516521	0.109516521	-0.084842716	-0.077692209	-0.065633525	0.065633525	0.065633525	-0.003954387	-0.068276947	-0.111620481	0.111620481	0.111620481	-0.142584287	0.034266837	0.163144311	-0.163144311	-0.163144311
116	0.108952133	-0.021219454	-0.021219454	0.147977207	0.147977207	0.003876685	-0.040118687	-0.040118687	0.096272011	0.096272011	0.113930514	-0.020411288	-0.020411288	0.150645645	0.150645645	-0.320988802	-0.039680394	-0.039680394	-0.205429246	-0.205429246	-0.007739725	-0.068737996	-0.068737996	0.109516521	0.109516521	-0.084842716	-0.077692209	-0.077692209	0.065633525	0.065633525	-0.003954387	-0.068276947	-0.068276947	0.111620481	0.111620481	-0.142584287	0.034266837	0.034266837	-0.163144311	-0.163144311
117	-0.021219454	-0.021219454	-0.021219454	0.147977207	0.147977207	-0.040118687	-0.040118687	-0.040118687	0.096272011	0.096272011	-0.020411288	-0.020411288	-0.020411288	0.150645645	0.150645645	-0.039680394	-0.039680394	-0.039680394	-0.205429246	-0.205429246	-0.068737996	-0.068737996	-0.068737996	0.109516521	0.109516521	-0.077692209	-0.077692209	-0.077692209	0.065633525	0.065633525	-0.068276947	-0.068276947	-0.068276947	0.111620481	0.111620481	0.034266837	0.034266837	0.034266837	-0.163144311	-0.163144311
118	-0.021219454	-0.021219454	-0.021219454	0.021219454	0.021219454	-0.040118687	-0.040118687	-0.040118687	0.040118687	0.040118687	-0.020411288	-0.020411288	-0.020411288	0.020411288	0.020411288	-0.039680394	-0.039680394	-0.039680394	0.039680394	0.039680394	-0.068737996	-0.068737996	-0.068737996	0.068737996	0.068737996	-0.077692209	-0.077692209	-0.077692209	0.077692209	0.077692209	-0.068276947	-0.068276947	-0.068276947	0.068276947	0.068276947	0.034266837	0.034266837	0.034266837	-0.034266837	-0.034266837
119	-0.021219454	-0.021219454	-0.021219454	0.147977207	0.021219454	-0.040118687	-0.040118687	-0.040118687	0.096272011	0.040118687	-0.020411288	-0.020411288	-0.020411288	0.150645645	0.020411288	-0.039680394	-0.039680394	-0.039680394	-0.205429246	0.039680394	-0.068737996	-0.068737996	-0.068737996	0.109516521	0.068737996	-0.077692209	-0.077692209	-0.077692209	0.065633525	0.077692209	-0.068276947	-0.068276947	-0.068276947	0.111620481	0.068276947	0.034266837	0.034266837	0.034266837	-0.163144311	-0.034266837
120	-0.021219454	-0.021219454	-0.021219454	0.144563373	0.144563373	-0.040118687	-0.040118687	-0.040118687	0.108429964	0.108429964	-0.020411288	-0.020411288	-0.020411288	0.146538201	0.146538201	-0.039680394	-0.039680394	-0.039680394	-0.169230478	-0.169230478	-0.068737996	-0.068737996	-0.068737996	0.089296774	0.089296774	-0.077692209	-0.077692209	-0.077692209	0.060725348	0.060725348	-0.068276947	-0.068276947	-0.068276947	0.090641456	0.090641456	0.034266837	0.034266837	0.034266837	-0.115170662	-0.115170662
121	-0.021219454	-0.021219454	-0.021219454	0.180635267	0.147977207	-0.040118687	-0.040118687	-0.040118687	0.072033391	0.096272011	-0.020411288	-0.020411288	-0.020411288	0.185926164	0.150645645	-0.039680394	-0.039680394	-0.039680394	-0.36185108	-0.205429246	-0.068737996	-0.068737996	-0.068737996	0.104243693	0.109516521	-0.077692209	-0.077692209	-0.077692209	0.016363394	0.065633525	-0.068276947	-0.068276947	-0.068276947	0.108522395	0.111620481	0.034266837	0.034266837	0.034266837	-0.247223777	-0.163144311
122	-0.021219454	-0.053877514	-0.053877514	0.180635267	0.147977207	-0.040118687	-0.015880067	-0.015880067	0.072033391	0.096272011	-0.020411288	-0.055691807	-0.055691807	0.185926164	0.150645645	-0.039680394	0.11674144	0.11674144	-0.36185108	-0.205429246	-0.068737996	-0.063465169	-0.063465169	0.104243693	0.109516521	-0.077692209	-0.028422078	-0.028422078	0.016363394	0.065633525	-0.068276947	-0.065178861	-0.065178861	0.108522395	0.111620481	0.034266837	0.118346303	0.118346303	-0.247223777	-0.163144311
123	-0.053877514	-0.053877514	-0.053877514	0.180635267	0.209879494	-0.015880067	-0.015880067	-0.015880067	0.072033391	0.059952724	-0.055691807	-0.055691807	-0.055691807	0.185926164	0.21709924	0.11674144	0.11674144	0.11674144	-0.36185108	-0.482074146	-0.063465169	-0.063465169	-0.063465169	0.104243693	0.07875112	-0.028422078	-0.028422078	-0.028422078	0.016363394	-0.037814915	-0.065178861	-0.065178861	-0.065178861	0.108522395	0.084445284	0.118346303	0.118346303	0.118346303	-0.247223777	-0.283329594
124	-0.053877514	-0.053877514	-0.053877514	0.209879494	0.209879494	-0.015880067	-0.015880067	-0.015880067	0.059952724	0.059952724	-0.055691807	-0.055691807	-0.055691807	0.21709924	0.21709924	0.11674144	0.11674144	0.11674144	-0.482074146	-0.482074146	-0.063465169	-0.063465169	-0.063465169	0.07875112	0.07875112	-0.028422078	-0.028422078	-0.028422078	-0.037814915	-0.037814915	-0.065178861	-0.065178861	-0.065178861	0.084445284	0.084445284	0.118346303	0.118346303	0.118346303	-0.283329594	-0.283329594
125	-0.053877514	-0.053877514	-0.053877514	0.209879494	0.20646566	-0.015880067	-0.015880067	-0.015880067	0.059952724	0.072110677	-0.055691807	-0.055691807	-0.055691807	0.21709924	0.212991796	0.11674144	0.11674144	0.11674144	-0.482074146	-0.445875377	-0.063465169	-0.063465169	-0.063465169	0.07875112	0.058531373	-0.028422078	-0.028422078	-0.028422078	-0.037814915	-0.042723092	-0.065178861	-0.065178861	-0.065178861	0.084445284	0.063466259	0.118346303	0.118346303	0.118346303	-0.283329594	-0.235355944
126	-0.053877514	-0.053877514	-0.180635267	0.209879494	0.20646566	-0.015880067	-0.015880067	-0.072033391	0.059952724	0.072110677	-0.055691807	-0.055691807	-0.185926164	0.21709924	0.212991796	0.11674144	0.11674144	0.36185108	-0.482074146	-0.445875377	-0.063465169	-0.063465169	-0.104243693	0.07875112	0.058531373	-0.028422078	-0.028422078	-0.016363394	-0.037814915	-0.042723092	-0.065178861	-0.065178861	-0.108522395	0.084445284	0.063466259	0.118346303	0.118346303	0.247223777	-0.283329594	-0.235355944
127	-0.053877514	-0.053877514	-0.180635267	0.209879494	0.209879494	-0.015880067	-0.015880067	-0.072033391	0.059952724	0.059952724	-0.055691807	-0.055691807	-0.185926164	0.21709924	0.21709924	0.11674144	0.11674144	0.36185108	-0.482074146	-0.482074146	-0.063465169	-0.063465169	-0.104243693	0.07875112	0.07875112	-0.028422078	-0.028422078	-0.016363394	-0.037814915	-0.037814915	-0.065178861	-0.065178861	-0.108522395	0.084445284	0.084445284	0.118346303	0.118346303	0.247223777	-0.283329594	-0.283329594
128	-0.053877514	-0.053877514	-0.180635267	0.209879494	0.209879494	-0.015880067	-0.015880067	-0.072033391	0.059952724	0.059952724	-0.055691807	-0.055691807	-0.185926164	0.21709924	0.21709924	0.11674144	0.11674144	0.36185108	-0.482074146	-0.482074146	-0.063465169	-0.063465169	-0.104243693	0.07875112	0.07875112	-0.028422078	-0.028422078	-0.016363394	-0.037814915	-0.037814915	-0.065178861	-0.065178861	-0.108522395	0.084445284	0.084445284	0.118346303	0.118346303	0.247223777	-0.283329594	-0.283329594
129	-0.053877514	-0.053877514	-0.180635267	0.209879494	0.209879494	-0.015880067	-0.015880067	-0.072033391	0.059952724	0.059952724	-0.055691807	-0.055691807	-0.185926164	0.21709924	0.21709924	0.11674144	0.11674144	0.36185108	-0.482074146	-0.482074146	-0.063465169	-0.063465169	-0.104243693	0.07875112	0.07875112	-0.028422078	-0.028422078	-0.016363394	-0.037814915	-0.037814915	-0.065178861	-0.065178861	-0.108522395	0.084445284	0.084445284	0.118346303	0.118346303	0.247223777	-0.283329594	-0.283329594
130	-0.053877514	-0.053877514	-0.180635267	0.209879494	0.209879494	-0.015880067	-0.015880067	-0.072033391	0.059952724	0.059952724	-0.055691807	-0.055691807	-0.185926164	0.21709924	0.21709924	0.11674144	0.11674144	0.36185108	-0.482074146	-0.482074146	-0.063465169	-0.063465169	-0.104243693	0.07875112	0.07875112	-0.028422078	-0.028422078	-0.016363394	-0.037814915	-0.037814915	-0.065178861	-0.065178861	-0.108522395	0.084445284	0.084445284	0.118346303	0.118346303	0.247223777	-0.283329594	-0.283329594
131	-0.053877514	-0.053877514	-0.053877514	0.209879494	0.209879494	-0.015880067	-0.015880067	-0.015880067	0.059952724	0.059952724	-0.055691807	-0.055691807	-0.055691807	0.21709924	0.21709924	0.11674144	0.11674144	0.11674144	-0.482074146	-0.482074146	-0.063465169	-0.063465169	-0.063465169	0.07875112	0.07875112	-0.028422078	-0.028422078	-0.028422078	-0.037814915	-0.037814915	-0.065178861	-0.065178861	-0.065178861	0.084445284	0.084445284	0.118346303	0.118346303	0.118346303	-0.283329594	-0.283329594
132	-0.053877514	-0.053877514	-0.053877514	0.209879494	0.209879494	-0.015880067	-0.015880067	-0.015880067	0.059952724	0.059952724	-0.055691807	-0.055691807	-0.055691807	0.21709924	0.21709924	0.11674144	0.11674144	0.11674144	-0.482074146	-0.482074146	-0.063465169	-0.063465169	-0.063465169	0.07875112	0.07875112	-0.028422078	-0.028422078	-0.028422078	-0.037814915	-0.037814915	-0.065178861	-0.065178861	-0.065178861	0.084445284	0.084445284	0.118346303	0.118346303	0.118346303	-0.283329594	-0.283329594
133	-0.053877514	-0.053877514	-0.180635267	0.209879494	0.20646566	-0.015880067	-0.015880067	-0.072033391	0.059952724	0.072110677	-0.055691807	-0.055691807	-0.185926164	0.21709924	0.212991796	0.11674144	0.11674144	0.36185108	-0.482074146	-0.445875377	-0.063465169	-0.063465169	-0.104243693	0.07875112	0.058531373	-0.028422078	-0.028422078	-0.016363394	-0.037814915	-0.042723092	-0.065178861	-0.065178861	-0.108522395	0.084445284	0.063466259	0.118346303	0.118346303	0.247223777	-0.283329594	-0.235355944
134	-0.053877514	-0.180635267	-0.180635267	0.209879494	0.20646566	-0.015880067	-0.072033391	-0.072033391	0.059952724	0.072110677	-0.055691807	-0.185926164	-0.185926164	0.21709924	0.212991796	0.11674144	0.36185108	0.36185108	-0.482074146	-0.445875377	-0.063465169	-0.104243693	-0.104243693	0.07875112	0.058531373	-0.028422078	-0.016363394	-0.016363394	-0.037814915	-0.042723092	-0.065178861	-0.108522395	-0.108522395	0.084445284	0.063466259	0.118346303	0.247223777	0.247223777	-0.283329594	-0.235355944
135	-0.053877514	-0.180635267	-0.180635267	0.209879494	0.20646566	-0.015880067	-0.072033391	-0.072033391	0.059952724	0.072110677	-0.055691807	-0.185926164	-0.185926164	0.21709924	0.212991796	0.11674144	0.36185108	0.36185108	-0.482074146	-0.445875377	-0.063465169	-0.104243693	-0.104243693	0.07875112	0.058531373	-0.028422078	-0.016363394	-0.016363394	-0.037814915	-0.042723092	-0.065178861	-0.108522395	-0.108522395	0.084445284	0.063466259	0.118346303	0.247223777	0.247223777	-0.283329594	-0.235355944
136	-0.053877514	-0.180635267	-0.180635267	0.209879494	0.20646566	-0.015880067	-0.072033391	-0.072033391	0.059952724	0.072110677	-0.055691807	-0.185926164	-0.185926164	0.21709924	0.212991796	0.11674144	0.36185108	0.36185108	-0.482074146	-0.445875377	-0.063465169	-0.104243693	-0.104243693	0.07875112	0.058531373	-0.028422078	-0.016363394	-0.016363394	-0.037814915	-0.042723092	-0.065178861	-0.108522395	-0.108522395	0.084445284	0.063466259	0.118346303	0.247223777	0.247223777	-0.283329594	-0.235355944
137	-0.053877514	-0.180635267	-0.180635267	0.209879494	0.20646566	-0.015880067	-0.072033391	-0.072033391	0.059952724	0.072110677	-0.055691807	-0.185926164	-0.185926164	0.21709924	0.212991796	0.11674144	0.36185108	0.36185108	-0.482074146	-0.445875377	-0.063465169	-0.104243693	-0.104243693	0.07875112	0.058531373	-0.028422078	-0.016363394	-0.016363394	-0.037814915	-0.042723092	-0.065178861	-0.108522395	-0.108522395	0.084445284	0.063466259	0.118346303	0.247223777	0.247223777	-0.283329594	-0.235355944
138	-0.053877514	-0.180635267	-0.180635267	0.209879494	0.20646566	-0.015880067	-0.072033391	-0.072033391	0.059952724	0.072110677	-0.055691807	-0.185926164	-0.185926164	0.21709924	0.212991796	0.11674144	0.36185108	0.36185108	-0.482074146	-0.445875377	-0.063465169	-0.104243693	-0.104243693	0.07875112	0.058531373	-0.028422078	-0.016363394	-0.016363394	-0.037814915	-0.042723092	-0.065178861	-0.108522395	-0.108522395	0.084445284	0.063466259	0.118346303	0.247223777	0.247223777	-0.283329594	-0.235355944
139	-0.180635267	-0.180635267	-0.180635267	0.209879494	0.20646566	-0.072033391	-0.072033391	-0.072033391	0.059952724	0.072110677	-0.185926164	-0.185926164	-0.185926164	0.21709924	0.212991796	0.36185108	0.36185108	0.36185108	-0.482074146	-0.445875377	-0.104243693	-0.104243693	-0.104243693	0.07875112	0.058531373	-0.016363394	-0.016363394	-0.016363394	-0.037814915	-0.042723092	-0.108522395	-0.108522395	-0.108522395	0.084445284	0.063466259	0.247223777	0.247223777	0.247223777	-0.283329594	-0.235355944
140	-0.180635267	-0.180635267	-0.180635267	0.112365967	0.20646566	-0.072033391	-0.072033391	-0.072033391	-0.008281268	0.072110677	-0.185926164	-0.185926164	-0.185926164	0.118037958	0.212991796	0.36185108	0.36185108	0.36185108	-0.357187571	-0.445875377	-0.104243693	-0.104243693	-0.104243693	0.012480021	0.058531373	-0.016363394	-0.016363394	-0.016363394	-0.079934539	-0.042723092	-0.108522395	-0.108522395	-0.108522395	0.017024638	0.063466259	0.247223777	0.247223777	0.247223777	-0.190557936	-0.235355944
141	-0.180635267	-0.180635267	-0.180635267	0.209879494	0.20646566	-0.072033391	-0.072033391	-0.072033391	0.059952724	0.072110677	-0.185926164	-0.185926164	-0.185926164	0.21709924	0.212991796	0.36185108	0.36185108	0.36185108	-0.482074146	-0.445875377	-0.104243693	-0.104243693	-0.104243693	0.07875112	0.058531373	-0.016363394	-0.016363394	-0.016363394	-0.037814915	-0.042723092	-0.108522395	-0.108522395	-0.108522395	0.084445284	0.063466259	0.247223777	0.247223777	0.247223777	-0.283329594	-0.235355944
142	-0.180635267	-0.180635267	-0.180635267	0.209879494	0.20646566	-0.072033391	-0.072033391	-0.072033391	0.059952724	0.072110677	-0.185926164	-0.185926164	-0.185926164	0.21709924	0.212991796	0.36185108	0.36185108	0.36185108	-0.482074146	-0.445875377	-0.104243693	-0.104243693	-0.104243693	0.07875112	0.058531373	-0.016363394	-0.016363394	-0.016363394	-0.037814915	-0.042723092	-0.108522395	-0.108522395	-0.108522395	0.084445284	0.063466259	0.247223777	0.247223777	0.247223777	-0.283329594	-0.235355944
143	-0.180635267	-0.180635267	-0.180635267	0.209879494	0.20646566	-0.072033391	-0.072033391	-0.072033391	0.059952724	0.072110677	-0.185926164	-0.185926164	-0.185926164	0.21709924	0.212991796	0.36185108	0.36185108	0.36185108	-0.482074146	-0.445875377	-0.104243693	-0.104243693	-0.104243693	0.07875112	0.058531373	-0.016363394	-0.016363394	-0.016363394	-0.037814915	-0.042723092	-0.108522395	-0.108522395	-0.108522395	0.084445284	0.063466259	0.247223777	0.247223777	0.247223777	-0.283329594	-0.235355944
144	-0.180635267	-0.180635267	-0.180635267	0.209879494	0.20646566	-0.072033391	-0.072033391	-0.072033391	0.059952724	0.072110677	-0.185926164	-0.185926164	-0.185926164	0.21709924	0.212991796	0.36185108	0.36185108	0.36185108	-0.482074146	-0.445875377	-0.104243693	-0.104243693	-0.104243693	0.07875112	0.058531373	-0.016363394	-0.016363394	-0.016363394	-0.037814915	-0.042723092	-0.108522395	-0.108522395	-0.108522395	0.084445284	0.063466259	0.247223777	0.247223777	0.247223777	-0.283329594	-0.235355944
145	-0.180635267	-0.180635267	-0.180635267	0.209879494	0.20646566	-0.072033391	-0.072033391	-0.072033391	0.059952724	0.072110677	-0.185926164	-0.185926164	-0.185926164	0.21709924	0.212991796	0.36185108	0.36185108	0.36185108	-0.482074146	-0.445875377	-0.104243693	-0.104243693	-0.104243693	0.07875112	0.058531373	-0.016363394	-0.016363394	-0.016363394	-0.037814915	-0.042723092	-0.108522395	-0.108522395	-0.108522395	0.084445284	0.063466259	0.247223777	0.247223777	0.247223777	-0.283329594	-0.235355944
146	-0.180635267	-0.180635267	-0.209879494	0.209879494	0.20646566	-0.072033391	-0.072033391	-0.059952724	0.059952724	0.072110677	-0.185926164	-0.185926164	-0.21709924	0.21709924	0.212991796	0.36185108	0.36185108	0.482074146	-0.482074146	-0.445875377	-0.104243693	-0.104243693	-0.07875112	0.07875112	0.058531373	-0.016363394	-0.016363394	0.037814915	-0.037814915	-0.042723092	-0.108522395	-0.108522395	-0.084445284	0.084445284	0.063466259	0.247223777	0.247223777	0.283329594	-0.283329594	-0.235355944
