order	B_all_min	B_all_avg	B_all_max	B_all_pre	B_all_wet	B_ven_min	B_ven_avg	B_ven_max	B_ven_pre	B_ven_wet	B_bla_min	B_bla_avg	B_bla_max	B_bla_pre	B_bla_wet	B_vtb_min	B_vtb_avg	B_vtb_max	B_vtb_pre	B_vtb_wet	T_all_min	T_all_avg	T_all_max	T_all_pre	T_all_wet	T_ven_min	T_ven_avg	T_ven_max	T_ven_pre	T_ven_wet	T_bla_min	T_bla_avg	T_bla_max	T_bla_pre	T_bla_wet	T_vtb_min	T_vtb_avg	T_vtb_max	T_vtb_pre	T_vtb_wet
362	0.014391786	0.014391786	-0.112365967	-0.053877514	0.043636013	0.064434592	0.064434592	0.008281268	-0.015880067	0.052353925	0.0121964	0.0121964	-0.118037958	-0.055691807	0.043369475	0.112077931	0.112077931	0.357187571	0.11674144	-0.008145135	0.028298503	0.028298503	-0.012480021	-0.063465169	0.00280593	0.067875855	0.067875855	0.079934539	-0.028422078	0.013697546	0.026318896	0.026318896	-0.017024638	-0.065178861	0.002241785	0.061680462	0.061680462	0.190557936	0.118346303	0.025574645
363	0.014391786	0.014391786	-0.112365967	-0.053877514	0.1738076	0.064434592	0.064434592	0.008281268	-0.015880067	0.096349297	0.0121964	0.0121964	-0.118037958	-0.055691807	0.177711276	0.112077931	0.112077931	0.357187571	0.11674144	-0.289453543	0.028298503	0.028298503	-0.012480021	-0.063465169	0.063804201	0.067875855	0.067875855	0.079934539	-0.028422078	0.006547039	0.026318896	0.026318896	-0.017024638	-0.065178861	0.066564345	0.061680462	0.061680462	0.190557936	0.118346303	-0.151276478
364	0.014391786	0.014391786	-0.112365967	-0.053877514	0.043636013	0.064434592	0.064434592	0.008281268	-0.015880067	0.052353925	0.0121964	0.0121964	-0.118037958	-0.055691807	0.043369475	0.112077931	0.112077931	0.357187571	0.11674144	-0.008145135	0.028298503	0.028298503	-0.012480021	-0.063465169	0.00280593	0.067875855	0.067875855	0.079934539	-0.028422078	0.013697546	0.026318896	0.026318896	-0.017024638	-0.065178861	0.002241785	0.061680462	0.061680462	0.190557936	0.118346303	0.025574645
365	0.014391786	0.014391786	-0.112365967	-0.209879494	0.014391786	0.064434592	0.064434592	0.008281268	-0.059952724	0.064434592	0.0121964	0.0121964	-0.118037958	-0.21709924	0.0121964	0.112077931	0.112077931	0.357187571	0.482074146	0.112077931	0.028298503	0.028298503	-0.012480021	-0.07875112	0.028298503	0.067875855	0.067875855	0.079934539	0.037814915	0.067875855	0.026318896	0.026318896	-0.017024638	-0.084445284	0.026318896	0.061680462	0.061680462	0.190557936	0.283329594	0.061680462
366	0.014391786	0.014391786	-0.112365967	-0.209879494	0.014391786	0.064434592	0.064434592	0.008281268	-0.059952724	0.064434592	0.0121964	0.0121964	-0.118037958	-0.21709924	0.0121964	0.112077931	0.112077931	0.357187571	0.482074146	0.112077931	0.028298503	0.028298503	-0.012480021	-0.07875112	0.028298503	0.067875855	0.067875855	0.079934539	0.037814915	0.067875855	0.026318896	0.026318896	-0.017024638	-0.084445284	0.026318896	0.061680462	0.061680462	0.190557936	0.283329594	0.061680462
367	0.014391786	0.014391786	0.014391786	-0.209879494	0.014391786	0.064434592	0.064434592	0.064434592	-0.059952724	0.064434592	0.0121964	0.0121964	0.0121964	-0.21709924	0.0121964	0.112077931	0.112077931	0.112077931	0.482074146	0.112077931	0.028298503	0.028298503	0.028298503	-0.07875112	0.028298503	0.067875855	0.067875855	0.067875855	0.037814915	0.067875855	0.026318896	0.026318896	0.026318896	-0.084445284	0.026318896	0.061680462	0.061680462	0.061680462	0.283329594	0.061680462
368	0.014391786	0.014391786	0.014391786	-0.209879494	-0.112365967	0.064434592	0.064434592	0.064434592	-0.059952724	0.008281268	0.0121964	0.0121964	0.0121964	-0.21709924	-0.118037958	0.112077931	0.112077931	0.112077931	0.482074146	0.357187571	0.028298503	0.028298503	0.028298503	-0.07875112	-0.012480021	0.067875855	0.067875855	0.067875855	0.037814915	0.079934539	0.026318896	0.026318896	0.026318896	-0.084445284	-0.017024638	0.061680462	0.061680462	0.061680462	0.283329594	0.190557936
369	0.014391786	0.014391786	0.014391786	-0.209879494	-0.112365967	0.064434592	0.064434592	0.064434592	-0.059952724	0.008281268	0.0121964	0.0121964	0.0121964	-0.21709924	-0.118037958	0.112077931	0.112077931	0.112077931	0.482074146	0.357187571	0.028298503	0.028298503	0.028298503	-0.07875112	-0.012480021	0.067875855	0.067875855	0.067875855	0.037814915	0.079934539	0.026318896	0.026318896	0.026318896	-0.084445284	-0.017024638	0.061680462	0.061680462	0.061680462	0.283329594	0.190557936
370	0.014391786	0.014391786	-0.112365967	-0.209879494	-0.112365967	0.064434592	0.064434592	0.008281268	-0.059952724	0.008281268	0.0121964	0.0121964	-0.118037958	-0.21709924	-0.118037958	0.112077931	0.112077931	0.357187571	0.482074146	0.357187571	0.028298503	0.028298503	-0.012480021	-0.07875112	-0.012480021	0.067875855	0.067875855	0.079934539	0.037814915	0.079934539	0.026318896	0.026318896	-0.017024638	-0.084445284	-0.017024638	0.061680462	0.061680462	0.190557936	0.283329594	0.190557936
371	0.014391786	-0.112365967	-0.112365967	-0.20646566	-0.112365967	0.064434592	0.008281268	0.008281268	-0.072110677	0.008281268	0.0121964	-0.118037958	-0.118037958	-0.212991796	-0.118037958	0.112077931	0.357187571	0.357187571	0.445875377	0.357187571	0.028298503	-0.012480021	-0.012480021	-0.058531373	-0.012480021	0.067875855	0.079934539	0.079934539	0.042723092	0.079934539	0.026318896	-0.017024638	-0.017024638	-0.063466259	-0.017024638	0.061680462	0.190557936	0.190557936	0.235355944	0.190557936
372	0.014391786	-0.112365967	-0.112365967	-0.20646566	-0.112365967	0.064434592	0.008281268	0.008281268	-0.072110677	0.008281268	0.0121964	-0.118037958	-0.118037958	-0.212991796	-0.118037958	0.112077931	0.357187571	0.357187571	0.445875377	0.357187571	0.028298503	-0.012480021	-0.012480021	-0.058531373	-0.012480021	0.067875855	0.079934539	0.079934539	0.042723092	0.079934539	0.026318896	-0.017024638	-0.017024638	-0.063466259	-0.017024638	0.061680462	0.190557936	0.190557936	0.235355944	0.190557936
373	0.014391786	-0.112365967	-0.108952133	-0.20646566	-0.108952133	0.064434592	0.008281268	-0.003876685	-0.072110677	-0.003876685	0.0121964	-0.118037958	-0.113930514	-0.212991796	-0.113930514	0.112077931	0.357187571	0.320988802	0.445875377	0.320988802	0.028298503	-0.012480021	0.007739725	-0.058531373	0.007739725	0.067875855	0.079934539	0.084842716	0.042723092	0.084842716	0.026318896	-0.017024638	0.003954387	-0.063466259	0.003954387	0.061680462	0.190557936	0.142584287	0.235355944	0.142584287
374	0.014391786	0.014391786	0.144563373	-0.20646566	-0.20646566	0.064434592	0.064434592	0.108429964	-0.072110677	-0.072110677	0.0121964	0.0121964	0.146538201	-0.212991796	-0.212991796	0.112077931	0.112077931	-0.169230478	0.445875377	0.445875377	0.028298503	0.028298503	0.089296774	-0.058531373	-0.058531373	0.067875855	0.067875855	0.060725348	0.042723092	0.042723092	0.026318896	0.026318896	0.090641456	-0.063466259	-0.063466259	0.061680462	0.061680462	-0.115170662	0.235355944	0.235355944
375	0.014391786	0.014391786	0.144563373	-0.1738076	-0.20646566	0.064434592	0.064434592	0.108429964	-0.096349297	-0.072110677	0.0121964	0.0121964	0.146538201	-0.177711276	-0.212991796	0.112077931	0.112077931	-0.169230478	0.289453543	0.445875377	0.028298503	0.028298503	0.089296774	-0.063804201	-0.058531373	0.067875855	0.067875855	0.060725348	-0.006547039	0.042723092	0.026318896	0.026318896	0.090641456	-0.066564345	-0.063466259	0.061680462	0.061680462	-0.115170662	0.151276478	0.235355944
376	0.014391786	0.014391786	0.014391786	-0.144563373	-0.1738076	0.064434592	0.064434592	0.064434592	-0.108429964	-0.096349297	0.0121964	0.0121964	0.0121964	-0.146538201	-0.177711276	0.112077931	0.112077931	0.112077931	0.169230478	0.289453543	0.028298503	0.028298503	0.028298503	-0.089296774	-0.063804201	0.067875855	0.067875855	0.067875855	-0.060725348	-0.006547039	0.026318896	0.026318896	0.026318896	-0.090641456	-0.066564345	0.061680462	0.061680462	0.061680462	0.115170662	0.151276478
377	-0.112365967	-0.112365967	-0.112365967	-0.147977207	-0.144563373	0.008281268	0.008281268	0.008281268	-0.096272011	-0.108429964	-0.118037958	-0.118037958	-0.118037958	-0.150645645	-0.146538201	0.357187571	0.357187571	0.357187571	0.205429246	0.169230478	-0.012480021	-0.012480021	-0.012480021	-0.109516521	-0.089296774	0.079934539	0.079934539	0.079934539	-0.065633525	-0.060725348	-0.017024638	-0.017024638	-0.017024638	-0.111620481	-0.090641456	0.190557936	0.190557936	0.190557936	0.163144311	0.115170662
378	-0.209879494	-0.112365967	-0.108952133	-0.147977207	-0.147977207	-0.059952724	0.008281268	-0.003876685	-0.096272011	-0.096272011	-0.21709924	-0.118037958	-0.113930514	-0.150645645	-0.150645645	0.482074146	0.357187571	0.320988802	0.205429246	0.205429246	-0.07875112	-0.012480021	0.007739725	-0.109516521	-0.109516521	0.037814915	0.079934539	0.084842716	-0.065633525	-0.065633525	-0.084445284	-0.017024638	0.003954387	-0.111620481	-0.111620481	0.283329594	0.190557936	0.142584287	0.163144311	0.163144311
379	-0.209879494	-0.209879494	-0.20646566	-0.021219454	-0.173193981	-0.059952724	-0.059952724	-0.072110677	-0.040118687	-0.088704736	-0.21709924	-0.21709924	-0.212991796	-0.020411288	-0.177388919	0.482074146	0.482074146	0.445875377	-0.039680394	0.298982984	-0.07875112	-0.07875112	-0.058531373	-0.068737996	-0.112661525	0.037814915	0.037814915	0.042723092	-0.077692209	-0.043216171	-0.084445284	-0.084445284	-0.063466259	-0.068276947	-0.116025484	0.283329594	0.283329594	0.235355944	0.034266837	0.216282973
380	-0.180635267	-0.209879494	-0.20646566	-0.021219454	-0.147977207	-0.072033391	-0.059952724	-0.072110677	-0.040118687	-0.096272011	-0.185926164	-0.21709924	-0.212991796	-0.020411288	-0.150645645	0.36185108	0.482074146	0.445875377	-0.039680394	0.205429246	-0.104243693	-0.07875112	-0.058531373	-0.068737996	-0.109516521	-0.016363394	0.037814915	0.042723092	-0.077692209	-0.065633525	-0.108522395	-0.084445284	-0.063466259	-0.068276947	-0.111620481	0.247223777	0.283329594	0.235355944	0.034266837	0.163144311
381	-0.180635267	-0.209879494	-0.20646566	-0.021219454	-0.147977207	-0.072033391	-0.059952724	-0.072110677	-0.040118687	-0.096272011	-0.185926164	-0.21709924	-0.212991796	-0.020411288	-0.150645645	0.36185108	0.482074146	0.445875377	-0.039680394	0.205429246	-0.104243693	-0.07875112	-0.058531373	-0.068737996	-0.109516521	-0.016363394	0.037814915	0.042723092	-0.077692209	-0.065633525	-0.108522395	-0.084445284	-0.063466259	-0.068276947	-0.111620481	0.247223777	0.283329594	0.235355944	0.034266837	0.163144311
382	-0.180635267	-0.209879494	-0.20646566	-0.021219454	-0.147977207	-0.072033391	-0.059952724	-0.072110677	-0.040118687	-0.096272011	-0.185926164	-0.21709924	-0.212991796	-0.020411288	-0.150645645	0.36185108	0.482074146	0.445875377	-0.039680394	0.205429246	-0.104243693	-0.07875112	-0.058531373	-0.068737996	-0.109516521	-0.016363394	0.037814915	0.042723092	-0.077692209	-0.065633525	-0.108522395	-0.084445284	-0.063466259	-0.068276947	-0.111620481	0.247223777	0.283329594	0.235355944	0.034266837	0.163144311
383	-0.180635267	-0.180635267	-0.20646566	-0.021219454	-0.147977207	-0.072033391	-0.072033391	-0.072110677	-0.040118687	-0.096272011	-0.185926164	-0.185926164	-0.212991796	-0.020411288	-0.150645645	0.36185108	0.36185108	0.445875377	-0.039680394	0.205429246	-0.104243693	-0.104243693	-0.058531373	-0.068737996	-0.109516521	-0.016363394	-0.016363394	0.042723092	-0.077692209	-0.065633525	-0.108522395	-0.108522395	-0.063466259	-0.068276947	-0.111620481	0.247223777	0.247223777	0.235355944	0.034266837	0.163144311
384	-0.147977207	-0.180635267	-0.20646566	-0.021219454	-0.154182423	-0.096272011	-0.072033391	-0.072110677	-0.040118687	-0.107887414	-0.150645645	-0.185926164	-0.212991796	-0.020411288	-0.156629639	0.205429246	0.36185108	0.445875377	-0.039680394	0.197463013	-0.109516521	-0.104243693	-0.058531373	-0.068737996	-0.104783807	-0.065633525	-0.016363394	0.042723092	-0.077692209	-0.066596974	-0.111620481	-0.108522395	-0.063466259	-0.068276947	-0.106601401	0.163144311	0.247223777	0.235355944	0.034266837	0.14668487
385	-0.147977207	-0.209879494	-0.20646566	-0.021219454	-0.144563373	-0.096272011	-0.059952724	-0.072110677	-0.040118687	-0.108429964	-0.150645645	-0.21709924	-0.212991796	-0.020411288	-0.146538201	0.205429246	0.482074146	0.445875377	-0.039680394	0.169230478	-0.109516521	-0.07875112	-0.058531373	-0.068737996	-0.089296774	-0.065633525	0.037814915	0.042723092	-0.077692209	-0.060725348	-0.111620481	-0.084445284	-0.063466259	-0.068276947	-0.090641456	0.163144311	0.283329594	0.235355944	0.034266837	0.115170662
386	-0.147977207	-0.180635267	-0.20646566	-0.021219454	-0.144563373	-0.096272011	-0.072033391	-0.072110677	-0.040118687	-0.108429964	-0.150645645	-0.185926164	-0.212991796	-0.020411288	-0.146538201	0.205429246	0.36185108	0.445875377	-0.039680394	0.169230478	-0.109516521	-0.104243693	-0.058531373	-0.068737996	-0.089296774	-0.065633525	-0.016363394	0.042723092	-0.077692209	-0.060725348	-0.111620481	-0.108522395	-0.063466259	-0.068276947	-0.090641456	0.163144311	0.247223777	0.235355944	0.034266837	0.115170662
387	-0.147977207	-0.180635267	-0.20646566	-0.147977207	-0.144563373	-0.096272011	-0.072033391	-0.072110677	-0.096272011	-0.108429964	-0.150645645	-0.185926164	-0.212991796	-0.150645645	-0.146538201	0.205429246	0.36185108	0.445875377	0.205429246	0.169230478	-0.109516521	-0.104243693	-0.058531373	-0.109516521	-0.089296774	-0.065633525	-0.016363394	0.042723092	-0.065633525	-0.060725348	-0.111620481	-0.108522395	-0.063466259	-0.111620481	-0.090641456	0.163144311	0.247223777	0.235355944	0.163144311	0.115170662
388	-0.147977207	-0.209879494	-0.20646566	-0.147977207	-0.144563373	-0.096272011	-0.059952724	-0.072110677	-0.096272011	-0.108429964	-0.150645645	-0.21709924	-0.212991796	-0.150645645	-0.146538201	0.205429246	0.482074146	0.445875377	0.205429246	0.169230478	-0.109516521	-0.07875112	-0.058531373	-0.109516521	-0.089296774	-0.065633525	0.037814915	0.042723092	-0.065633525	-0.060725348	-0.111620481	-0.084445284	-0.063466259	-0.111620481	-0.090641456	0.163144311	0.283329594	0.235355944	0.163144311	0.115170662
389	-0.147977207	-0.20646566	-0.20646566	-0.147977207	-0.144563373	-0.096272011	-0.072110677	-0.072110677	-0.096272011	-0.108429964	-0.150645645	-0.212991796	-0.212991796	-0.150645645	-0.146538201	0.205429246	0.445875377	0.445875377	0.205429246	0.169230478	-0.109516521	-0.058531373	-0.058531373	-0.109516521	-0.089296774	-0.065633525	0.042723092	0.042723092	-0.065633525	-0.060725348	-0.111620481	-0.063466259	-0.063466259	-0.111620481	-0.090641456	0.163144311	0.235355944	0.235355944	0.163144311	0.115170662
390	-0.147977207	-0.147977207	-0.20646566	-0.147977207	-0.144563373	-0.096272011	-0.096272011	-0.072110677	-0.096272011	-0.108429964	-0.150645645	-0.150645645	-0.212991796	-0.150645645	-0.146538201	0.205429246	0.205429246	0.445875377	0.205429246	0.169230478	-0.109516521	-0.109516521	-0.058531373	-0.109516521	-0.089296774	-0.065633525	-0.065633525	0.042723092	-0.065633525	-0.060725348	-0.111620481	-0.111620481	-0.063466259	-0.111620481	-0.090641456	0.163144311	0.163144311	0.235355944	0.163144311	0.115170662
391	-0.147977207	-0.180635267	-0.209879494	-0.147977207	-0.144563373	-0.096272011	-0.072033391	-0.059952724	-0.096272011	-0.108429964	-0.150645645	-0.185926164	-0.21709924	-0.150645645	-0.146538201	0.205429246	0.36185108	0.482074146	0.205429246	0.169230478	-0.109516521	-0.104243693	-0.07875112	-0.109516521	-0.089296774	-0.065633525	-0.016363394	0.037814915	-0.065633525	-0.060725348	-0.111620481	-0.108522395	-0.084445284	-0.111620481	-0.090641456	0.163144311	0.247223777	0.283329594	0.163144311	0.115170662
392	-0.147977207	-0.180635267	-0.209879494	-0.147977207	-0.147977207	-0.096272011	-0.072033391	-0.059952724	-0.096272011	-0.096272011	-0.150645645	-0.185926164	-0.21709924	-0.150645645	-0.150645645	0.205429246	0.36185108	0.482074146	0.205429246	0.205429246	-0.109516521	-0.104243693	-0.07875112	-0.109516521	-0.109516521	-0.065633525	-0.016363394	0.037814915	-0.065633525	-0.065633525	-0.111620481	-0.108522395	-0.084445284	-0.111620481	-0.111620481	0.163144311	0.247223777	0.283329594	0.163144311	0.163144311
393	-0.147977207	-0.147977207	-0.180635267	-0.147977207	-0.147977207	-0.096272011	-0.096272011	-0.072033391	-0.096272011	-0.096272011	-0.150645645	-0.150645645	-0.185926164	-0.150645645	-0.150645645	0.205429246	0.205429246	0.36185108	0.205429246	0.205429246	-0.109516521	-0.109516521	-0.104243693	-0.109516521	-0.109516521	-0.065633525	-0.065633525	-0.016363394	-0.065633525	-0.065633525	-0.111620481	-0.111620481	-0.108522395	-0.111620481	-0.111620481	0.163144311	0.163144311	0.247223777	0.163144311	0.163144311
394	-0.147977207	-0.147977207	-0.147977207	-0.147977207	-0.014391786	-0.096272011	-0.096272011	-0.096272011	-0.096272011	-0.064434592	-0.150645645	-0.150645645	-0.150645645	-0.150645645	-0.0121964	0.205429246	0.205429246	0.205429246	0.205429246	-0.112077931	-0.109516521	-0.109516521	-0.109516521	-0.109516521	-0.028298503	-0.065633525	-0.065633525	-0.065633525	-0.065633525	-0.067875855	-0.111620481	-0.111620481	-0.111620481	-0.111620481	-0.026318896	0.163144311	0.163144311	0.163144311	0.163144311	-0.061680462
395	-0.144563373	-0.147977207	-0.147977207	-0.147977207	-0.014391786	-0.108429964	-0.096272011	-0.096272011	-0.096272011	-0.064434592	-0.146538201	-0.150645645	-0.150645645	-0.150645645	-0.0121964	0.169230478	0.205429246	0.205429246	0.205429246	-0.112077931	-0.089296774	-0.109516521	-0.109516521	-0.109516521	-0.028298503	-0.060725348	-0.065633525	-0.065633525	-0.065633525	-0.067875855	-0.090641456	-0.111620481	-0.111620481	-0.111620481	-0.026318896	0.115170662	0.163144311	0.163144311	0.163144311	-0.061680462
396	-0.144563373	-0.144563373	-0.144563373	-0.147977207	0.046239182	-0.108429964	-0.108429964	-0.108429964	-0.096272011	-0.019101212	-0.146538201	-0.146538201	-0.146538201	-0.150645645	0.04928896	0.169230478	0.169230478	0.169230478	0.205429246	-0.190089357	-0.089296774	-0.089296774	-0.089296774	-0.109516521	-0.040307298	-0.060725348	-0.060725348	-0.060725348	-0.065633525	-0.085663427	-0.090641456	-0.090641456	-0.090641456	-0.111620481	-0.038069255	0.115170662	0.115170662	0.115170662	0.163144311	-0.057088309
397	-0.147977207	-0.144563373	-0.144563373	-0.021219454	0.116644881	-0.096272011	-0.108429964	-0.108429964	-0.040118687	-0.002321419	-0.150645645	-0.146538201	-0.146538201	-0.020411288	0.122258119	0.205429246	0.169230478	0.169230478	-0.039680394	-0.357430333	-0.109516521	-0.089296774	-0.089296774	-0.068737996	0.002498356	-0.065633525	-0.060725348	-0.060725348	-0.077692209	-0.086845239	-0.111620481	-0.090641456	-0.090641456	-0.068276947	0.006888627	0.163144311	0.115170662	0.115170662	0.034266837	-0.175581368
398	-0.147977207	-0.144563373	-0.144563373	-0.147977207	0.209879494	-0.096272011	-0.108429964	-0.108429964	-0.096272011	0.059952724	-0.150645645	-0.146538201	-0.146538201	-0.150645645	0.21709924	0.205429246	0.169230478	0.169230478	0.205429246	-0.482074146	-0.109516521	-0.089296774	-0.089296774	-0.109516521	0.07875112	-0.065633525	-0.060725348	-0.060725348	-0.065633525	-0.037814915	-0.111620481	-0.090641456	-0.090641456	-0.111620481	0.084445284	0.163144311	0.115170662	0.115170662	0.163144311	-0.283329594
399	-0.147977207	-0.147977207	-0.147977207	-0.147977207	0.209879494	-0.096272011	-0.096272011	-0.096272011	-0.096272011	0.059952724	-0.150645645	-0.150645645	-0.150645645	-0.150645645	0.21709924	0.205429246	0.205429246	0.205429246	0.205429246	-0.482074146	-0.109516521	-0.109516521	-0.109516521	-0.109516521	0.07875112	-0.065633525	-0.065633525	-0.065633525	-0.065633525	-0.037814915	-0.111620481	-0.111620481	-0.111620481	-0.111620481	0.084445284	0.163144311	0.163144311	0.163144311	0.163144311	-0.283329594
400	-0.147977207	-0.147977207	-0.147977207	-0.147977207	0.1738076	-0.096272011	-0.096272011	-0.096272011	-0.096272011	0.096349297	-0.150645645	-0.150645645	-0.150645645	-0.150645645	0.177711276	0.205429246	0.205429246	0.205429246	0.205429246	-0.289453543	-0.109516521	-0.109516521	-0.109516521	-0.109516521	0.063804201	-0.065633525	-0.065633525	-0.065633525	-0.065633525	0.006547039	-0.111620481	-0.111620481	-0.111620481	-0.111620481	0.066564345	0.163144311	0.163144311	0.163144311	0.163144311	-0.151276478
401	-0.147977207	-0.147977207	-0.147977207	-0.147977207	0.043636013	-0.096272011	-0.096272011	-0.096272011	-0.096272011	0.052353925	-0.150645645	-0.150645645	-0.150645645	-0.150645645	0.043369475	0.205429246	0.205429246	0.205429246	0.205429246	-0.008145135	-0.109516521	-0.109516521	-0.109516521	-0.109516521	0.00280593	-0.065633525	-0.065633525	-0.065633525	-0.065633525	0.013697546	-0.111620481	-0.111620481	-0.111620481	-0.111620481	0.002241785	0.163144311	0.163144311	0.163144311	0.163144311	0.025574645
402	-0.147977207	-0.147977207	-0.147977207	-0.147977207	-0.180635267	-0.096272011	-0.096272011	-0.096272011	-0.096272011	-0.072033391	-0.150645645	-0.150645645	-0.150645645	-0.150645645	-0.185926164	0.205429246	0.205429246	0.205429246	0.205429246	0.36185108	-0.109516521	-0.109516521	-0.109516521	-0.109516521	-0.104243693	-0.065633525	-0.065633525	-0.065633525	-0.065633525	-0.016363394	-0.111620481	-0.111620481	-0.111620481	-0.111620481	-0.108522395	0.163144311	0.163144311	0.163144311	0.163144311	0.247223777
403	-0.147977207	-0.147977207	-0.147977207	-0.147977207	-0.180635267	-0.096272011	-0.096272011	-0.096272011	-0.096272011	-0.072033391	-0.150645645	-0.150645645	-0.150645645	-0.150645645	-0.185926164	0.205429246	0.205429246	0.205429246	0.205429246	0.36185108	-0.109516521	-0.109516521	-0.109516521	-0.109516521	-0.104243693	-0.065633525	-0.065633525	-0.065633525	-0.065633525	-0.016363394	-0.111620481	-0.111620481	-0.111620481	-0.111620481	-0.108522395	0.163144311	0.163144311	0.163144311	0.163144311	0.247223777
404	-0.147977207	-0.147977207	-0.147977207	-0.147977207	-0.180635267	-0.096272011	-0.096272011	-0.096272011	-0.096272011	-0.072033391	-0.150645645	-0.150645645	-0.150645645	-0.150645645	-0.185926164	0.205429246	0.205429246	0.205429246	0.205429246	0.36185108	-0.109516521	-0.109516521	-0.109516521	-0.109516521	-0.104243693	-0.065633525	-0.065633525	-0.065633525	-0.065633525	-0.016363394	-0.111620481	-0.111620481	-0.111620481	-0.111620481	-0.108522395	0.163144311	0.163144311	0.163144311	0.163144311	0.247223777
405	-0.147977207	-0.147977207	-0.014391786	-0.180635267	-0.180635267	-0.096272011	-0.096272011	-0.064434592	-0.072033391	-0.072033391	-0.150645645	-0.150645645	-0.0121964	-0.185926164	-0.185926164	0.205429246	0.205429246	-0.112077931	0.36185108	0.36185108	-0.109516521	-0.109516521	-0.028298503	-0.104243693	-0.104243693	-0.065633525	-0.065633525	-0.067875855	-0.016363394	-0.016363394	-0.111620481	-0.111620481	-0.026318896	-0.108522395	-0.108522395	0.163144311	0.163144311	-0.061680462	0.247223777	0.247223777
406	-0.147977207	-0.014391786	0.112365967	-0.180635267	-0.180635267	-0.096272011	-0.064434592	-0.008281268	-0.072033391	-0.072033391	-0.150645645	-0.0121964	0.118037958	-0.185926164	-0.185926164	0.205429246	-0.112077931	-0.357187571	0.36185108	0.36185108	-0.109516521	-0.028298503	0.012480021	-0.104243693	-0.104243693	-0.065633525	-0.067875855	-0.079934539	-0.016363394	-0.016363394	-0.111620481	-0.026318896	0.017024638	-0.108522395	-0.108522395	0.163144311	-0.061680462	-0.190557936	0.247223777	0.247223777
407	-0.014391786	0.112365967	0.112365967	-0.147977207	-0.180635267	-0.064434592	-0.008281268	-0.008281268	-0.096272011	-0.072033391	-0.0121964	0.118037958	0.118037958	-0.150645645	-0.185926164	-0.112077931	-0.357187571	-0.357187571	0.205429246	0.36185108	-0.028298503	0.012480021	0.012480021	-0.109516521	-0.104243693	-0.067875855	-0.079934539	-0.079934539	-0.065633525	-0.016363394	-0.026318896	0.017024638	0.017024638	-0.111620481	-0.108522395	-0.061680462	-0.190557936	-0.190557936	0.163144311	0.247223777
408	0.112365967	0.112365967	0.112365967	-0.147977207	-0.180635267	-0.008281268	-0.008281268	-0.008281268	-0.096272011	-0.072033391	0.118037958	0.118037958	0.118037958	-0.150645645	-0.185926164	-0.357187571	-0.357187571	-0.357187571	0.205429246	0.36185108	0.012480021	0.012480021	0.012480021	-0.109516521	-0.104243693	-0.079934539	-0.079934539	-0.079934539	-0.065633525	-0.016363394	0.017024638	0.017024638	0.017024638	-0.111620481	-0.108522395	-0.190557936	-0.190557936	-0.190557936	0.163144311	0.247223777
409	0.112365967	0.112365967	0.112365967	-0.144563373	-0.180635267	-0.008281268	-0.008281268	-0.008281268	-0.108429964	-0.072033391	0.118037958	0.118037958	0.118037958	-0.146538201	-0.185926164	-0.357187571	-0.357187571	-0.357187571	0.169230478	0.36185108	0.012480021	0.012480021	0.012480021	-0.089296774	-0.104243693	-0.079934539	-0.079934539	-0.079934539	-0.060725348	-0.016363394	0.017024638	0.017024638	0.017024638	-0.090641456	-0.108522395	-0.190557936	-0.190557936	-0.190557936	0.115170662	0.247223777
410	0.112365967	0.112365967	0.209879494	-0.1738076	-0.209879494	-0.008281268	-0.008281268	0.059952724	-0.096349297	-0.059952724	0.118037958	0.118037958	0.21709924	-0.177711276	-0.21709924	-0.357187571	-0.357187571	-0.482074146	0.289453543	0.482074146	0.012480021	0.012480021	0.07875112	-0.063804201	-0.07875112	-0.079934539	-0.079934539	-0.037814915	-0.006547039	0.037814915	0.017024638	0.017024638	0.084445284	-0.066564345	-0.084445284	-0.190557936	-0.190557936	-0.283329594	0.151276478	0.283329594
411	0.112365967	0.112365967	0.209879494	-0.1738076	-0.209879494	-0.008281268	-0.008281268	0.059952724	-0.096349297	-0.059952724	0.118037958	0.118037958	0.21709924	-0.177711276	-0.21709924	-0.357187571	-0.357187571	-0.482074146	0.289453543	0.482074146	0.012480021	0.012480021	0.07875112	-0.063804201	-0.07875112	-0.079934539	-0.079934539	-0.037814915	-0.006547039	0.037814915	0.017024638	0.017024638	0.084445284	-0.066564345	-0.084445284	-0.190557936	-0.190557936	-0.283329594	0.151276478	0.283329594
412	0.112365967	0.112365967	0.209879494	-0.1738076	-0.209879494	-0.008281268	-0.008281268	0.059952724	-0.096349297	-0.059952724	0.118037958	0.118037958	0.21709924	-0.177711276	-0.21709924	-0.357187571	-0.357187571	-0.482074146	0.289453543	0.482074146	0.012480021	0.012480021	0.07875112	-0.063804201	-0.07875112	-0.079934539	-0.079934539	-0.037814915	-0.006547039	0.037814915	0.017024638	0.017024638	0.084445284	-0.066564345	-0.084445284	-0.190557936	-0.190557936	-0.283329594	0.151276478	0.283329594
